Time,Used,Committed,Max
45438.762859,20012688,34795520,109576192
45438.762921,22132144,34795520,109576192
45438.762967,27341160,34795520,109576192
45438.763013,25871072,34795520,109576192
45438.763060,24244968,34795520,109576192
45438.763106,22624280,34795520,109576192
45438.763152,21184960,34795520,109576192
45438.763199,29264080,34795520,109576192
45438.763245,26893512,34795520,109576192
45438.763291,25307016,34795520,109576192
45438.763338,23598720,34795520,109576192
45438.763384,22045592,34795520,109576192
45438.763430,20088840,34795520,109576192
45438.763477,28654824,34795520,109576192
45438.763523,27203264,34795520,109576192
45438.763569,25482448,34795520,109576192
45438.763616,24127968,34795520,109576192
45438.763662,22782352,34795520,109576192
45438.763709,21630040,34795520,109576192
45438.763755,29916272,34795520,109576192
45438.763801,28366872,34795520,109576192
45438.763848,26956496,34795520,109576192
45438.763894,25445264,34795520,109576192
45438.763940,22844056,34795520,109576192
45438.763987,21370720,34795520,109576192
45438.764033,29820448,34795520,109576192
45438.764079,28465824,34795520,109576192
45438.764126,26678920,34795520,109576192
45438.764172,25525280,34795520,109576192
45438.764218,23656736,34795520,109576192
45438.764265,22306840,34795520,109576192
45438.764311,20760848,34795520,109576192
45438.764357,29132328,34795520,109576192
45438.764404,27828640,34795520,109576192
45438.764450,26437872,34795520,109576192
45438.764496,22421944,34795520,109576192
45438.764543,20682712,34795520,109576192
45438.764589,29147880,34795520,109576192
45438.764635,26752680,34795520,109576192
45438.764682,25059216,34795520,109576192
45438.764728,23508800,34795520,109576192
45438.764774,21958504,34795520,109576192
45438.764821,30271048,34795520,109576192
45438.764867,28917160,34795520,109576192
45438.764913,27135840,34795520,109576192
45438.764960,25395456,34795520,109576192
45438.765006,24413104,34795520,109576192
45438.765052,22317680,34795520,109576192
45438.765099,21152000,34795520,109576192
45438.765145,29234984,34795520,109576192
45438.765191,27886152,34795520,109576192
45438.765238,26336216,34795520,109576192
45438.765284,25064488,34795520,109576192
45438.765331,22461376,34795520,109576192
45438.765377,21498280,34795520,109576192
45438.765423,29995312,34795520,109576192
45438.765470,28188672,34795520,109576192
45438.765516,26861856,34795520,109576192
45438.765562,24926504,34795520,109576192
45438.765609,23704424,34795520,109576192
45438.765655,22466552,34795520,109576192
45438.765701,30738256,34795520,109576192
45438.765748,29388904,34795520,109576192
45438.765794,27997056,34795520,109576192
45438.765840,26646600,34795520,109576192
45438.765887,25292544,34795520,109576192
45438.765933,23742704,34795520,109576192
45438.765979,22206936,34795520,109576192
45438.766026,29511424,34795520,109576192
45438.766072,27938496,34795520,109576192
45438.766119,26657040,34795520,109576192
45438.766165,25046432,34795520,109576192
45438.766211,23692864,34795520,109576192
45438.766258,22141008,34795520,109576192
45438.766304,29986336,34795520,109576192
45438.766350,28833560,34795520,109576192
45438.766397,27062480,34795520,109576192
45438.766443,25573744,34795520,109576192
45438.766489,24027888,34795520,109576192
45438.766536,22678112,34795520,109576192
45438.766582,30977032,34795520,109576192
45438.766628,29843536,34795520,109576192
45438.766675,27984640,34795520,109576192
45438.766721,25034176,34795520,109576192
45438.766767,23589808,34795520,109576192
45438.766814,21825744,34795520,109576192
45438.766860,30529808,34795520,109576192
45438.766906,29050464,34795520,109576192
45438.766953,27419992,34795520,109576192
45438.766999,25972424,34795520,109576192
45438.767045,24513520,34795520,109576192
45438.767092,22963144,34795520,109576192
45438.767138,31267288,34795520,109576192
45438.767184,29697560,34795520,109576192
45438.767231,28084680,34795520,109576192
45438.767277,26777904,34795520,109576192
45438.767323,25038136,34795520,109576192
45438.767370,23506080,34795520,109576192
45438.767416,30817000,34795520,109576192
45438.767462,29404792,34795520,109576192
45438.767509,27688408,34795520,109576192
45438.767555,26162976,34795520,109576192
45438.767601,24696392,34795520,109576192
45438.767648,23277424,34795520,109576192
45438.767694,31735720,34795520,109576192
45438.767740,30004016,34795520,109576192
45438.767787,28424496,34795520,109576192
45438.767833,26886928,34795520,109576192
45438.767879,25691480,34795520,109576192
45438.767926,24060344,34795520,109576192
45438.767972,22649256,34795520,109576192
45438.768018,30726840,34795520,109576192
45438.768065,29367328,34795520,109576192
45438.768111,27039384,34795520,109576192
45438.768157,25338504,34795520,109576192
45438.768204,23952720,34795520,109576192
45438.768250,22599928,34795520,109576192
45438.768296,30669832,34795520,109576192
45438.768343,29303216,34795520,109576192
45438.768389,27761184,34795520,109576192
45438.768436,26211352,34795520,109576192
45438.768482,24771872,34795520,109576192
45438.768528,23111576,34795520,109576192
45438.768574,31611400,34795520,109576192
45438.768621,30413824,34795520,109576192
45438.768667,29086936,34795520,109576192
45438.768713,27555648,34795520,109576192
45438.768760,26255296,34795520,109576192
45438.768806,24034728,34795520,109576192
45438.768852,32129672,34795520,109576192
45438.768899,30542664,34795520,109576192
45438.768945,28935360,34795520,109576192
45438.768991,24979112,34795520,109576192
45438.769038,23399896,34795520,109576192
45438.769084,31444888,34795520,109576192
45438.769130,30026728,34795520,109576192
45438.769177,28480504,34795520,109576192
45438.769223,26804768,34795520,109576192
45438.769269,25255288,34795520,109576192
45438.769316,23710288,34795520,109576192
45438.769362,32200088,34795520,109576192
45438.769408,30678712,34795520,109576192
45438.769455,28803016,34795520,109576192
45438.769501,26258256,34795520,109576192
45438.769547,24429552,34795520,109576192
45438.769594,32719496,34795520,109576192
45438.769640,30959632,34795520,109576192
45438.769698,29537912,34795520,109576192
45438.769744,26213448,34795520,109576192
45438.769790,25013048,34795520,109576192
45438.769837,23401744,34795520,109576192
45438.769883,31641864,34795520,109576192
45438.769929,30532920,34795520,109576192
45438.769976,29069312,34795520,109576192
45438.770022,27410872,34795520,109576192
45438.770069,25854752,34795520,109576192
45438.770115,24115192,34795520,109576192
45438.770161,31257800,34795520,109576192
45438.770207,29808256,34795520,109576192
45438.770254,28311016,34795520,109576192
45438.770300,27139056,34795520,109576192
45438.770347,25619296,34795520,109576192
45438.770393,23870232,34795520,109576192
45438.770439,32099664,34795520,109576192
45438.770486,31035736,34795520,109576192
45438.770532,29157896,34795520,109576192
45438.770578,27607712,34795520,109576192
45438.770625,25948864,34795520,109576192
45438.770671,24826544,34795520,109576192
45438.770718,33246416,34795520,109576192
45438.770764,31665520,34795520,109576192
45438.770810,30186472,34795520,109576192
45438.770857,27634624,34795520,109576192
45438.770903,26010672,34795520,109576192
45438.770949,24374264,34795520,109576192
45438.770996,32632152,34795520,109576192
45438.771042,30894360,34795520,109576192
45438.771088,29577880,34795520,109576192
45438.771135,15185712,36798464,109576192
45438.771181,20129288,36798464,109576192
45438.771228,16538552,36798464,109576192
45438.771274,22741400,36798464,109576192
45438.771321,18706760,36798464,109576192
45438.771367,25140664,36798464,109576192
45438.771413,20898016,36798464,109576192
45438.771460,16646864,36798464,109576192
45438.771506,22680608,36798464,109576192
45438.771552,17125672,36798464,109576192
45438.771599,23768960,36798464,109576192
45438.771645,19727032,36798464,109576192
45438.771692,15921576,36798464,109576192
45438.771738,22114280,36798464,109576192
45438.771785,18100920,36798464,109576192
45438.771831,24083304,36798464,109576192
45438.771877,19833240,36798464,109576192
45438.771924,16031416,36798464,109576192
45438.771970,21686960,36798464,109576192
45438.772016,17368696,36798464,109576192
45438.772063,23132144,36798464,109576192
45438.772109,18895648,36798464,109576192
45438.772155,25530480,36798464,109576192
45438.772202,21083328,36798464,109576192
45438.772248,24078680,36798464,109576192
45438.772294,18154808,36798464,109576192
45438.772341,24547928,36798464,109576192
45438.772387,20738544,36798464,109576192
45438.772433,16709200,36798464,109576192
45438.772480,23123648,36798464,109576192
45438.772526,18668880,36798464,109576192
45438.772573,25300048,36798464,109576192
45438.772619,21058608,36798464,109576192
45438.772665,16599328,36798464,109576192
45438.772711,23021176,36798464,109576192
45438.772758,18771960,36798464,109576192
45438.772804,25408128,36798464,109576192
45438.772851,21168280,36798464,109576192
45438.772897,17139040,36798464,109576192
45438.772943,22709080,36798464,109576192
45438.772989,18243424,36798464,109576192
45438.773037,25972640,36798464,109576192
45438.773082,20856160,36798464,109576192
45438.773129,16820264,36798464,109576192
45438.773175,23455256,36798464,109576192
45438.773221,18799808,36798464,109576192
45438.773268,25426456,36798464,109576192
45438.773314,21178096,36798464,109576192
45438.773360,16950080,36798464,109576192
45438.773406,23356240,36798464,109576192
45438.773453,19107376,36798464,109576192
45438.773499,25317872,36798464,109576192
45438.773546,21504672,36798464,109576192
45438.773592,17262064,36798464,109576192
45438.773638,21969152,36798464,109576192
45438.773685,17722544,36798464,109576192
45438.773731,24359520,36798464,109576192
45438.775088,0,0,0
